Conta: 1000403020
Titular: 
Data Inicial: 17/06/2024
Data Final: 17/06/2025

Ativo;Abertura;Fechamento;Tempo Operação;Qtd Compra;Qtd Venda;Lado;Preço Compra;Preço Venda;Preço de Mercado;Médio;Res. Intervalo;Res. Intervalo (%);Número Operação;Res. Operação;Res. Operação (%);Drawdown;Ganho Max.;Perda Max.;TET;Total
BITFUT;20/02/2025 11:44:00;20/02/2025 11:56:00;12min;3;3;V;583.000,00;585.880,00;573.260,00;Sim;86,40;2.880,00;139;86,40;2.880,00;378,60;0,00;0,00;24min;1.863,00
BITFUT;21/02/2025 10:01:00;21/02/2025 10:11:00;10min;3;3;C;594.740,00;596.120,00;573.260,00;Não;41,40;1.380,00;140;41,40;1.380,00;41,40;0,00;0,00;22h17min;1.904,40
BITFUT;21/02/2025 11:08:00;21/02/2025 11:16:00;8min;3;3;V;594.520,00;595.020,00;573.260,00;Sim;15,00;500,00;141;15,00;500,00;652,80;0,00;0,00;1h7min;1.919,40
BITFUT;21/02/2025 11:22:00;21/02/2025 11:33:00;11min;3;3;V;591.940,00;593.940,00;573.260,00;Não;60,00;2.000,00;142;60,00;2.000,00;620,40;0,00;0,00;14min;1.979,40
BITFUT;25/02/2025 10:51:00;25/02/2025 11:16:00;25min;3;3;V;541.000,00;537.660,00;573.260,00;Não;-100,20;-3.340,00;143;-100,20;-3.340,00;-1.068,00;0,00;0,00;3d23h;1.879,20
BITFUT;06/03/2025 10:55:00;06/03/2025 11:02:00;7min;3;3;V;539.466,67;541.680,00;573.260,00;Sim;66,40;2.213,33;144;66,40;2.213,33;-947,40;0,00;0,00;9d;1.945,60
BITFUT;06/03/2025 11:15:00;06/03/2025 11:25:00;10min;3;3;V;541.780,00;538.440,00;573.260,00;Não;-100,20;-3.340,00;145;-100,20;-3.340,00;-1.044,60;0,00;0,00;20min;1.845,40
BITFUT;06/03/2025 11:33:00;06/03/2025 11:39:00;6min;3;3;V;541.040,00;538.320,00;573.260,00;Não;-81,60;-2.720,00;146;-81,60;-2.720,00;-1.048,20;0,00;0,00;18min;1.763,80
BITFUT;18/03/2025 10:14:00;18/03/2025 10:38:00;24min;3;3;V;485.760,00;488.140,00;573.260,00;Não;71,40;2.380,00;147;71,40;2.380,00;-2.553,60;0,00;0,00;11d22h;1.835,20
BITFUT;18/03/2025 12:01:00;18/03/2025 12:54:00;53min;3;3;V;483.500,00;484.140,00;573.260,00;Não;19,20;640,00;148;19,20;640,00;-2.673,60;0,00;0,00;1h47min;1.854,40
BITFUT;18/03/2025 13:17:00;18/03/2025 13:32:00;15min;3;3;V;485.480,00;482.140,00;573.260,00;Não;-100,20;-3.340,00;149;-100,20;-3.340,00;-2.733,60;0,00;0,00;1h16min;1.754,20
BITFUT;18/03/2025 14:19:00;18/03/2025 14:57:00;38min;3;3;V;481.120,00;481.940,00;573.260,00;Não;24,60;820,00;150;24,60;820,00;-2.739,60;0,00;0,00;1h2min;1.778,80
BITFUT;19/03/2025 10:06:00;19/03/2025 10:20:00;14min;3;3;C;497.240,00;499.186,67;573.260,00;Sim;58,40;1.946,67;151;58,40;1.946,67;58,40;0,00;0,00;19h47min;1.837,20
BITFUT;19/03/2025 11:27:00;19/03/2025 12:20:00;53min;3;3;V;497.080,00;497.920,00;573.260,00;Sim;25,20;840,00;152;25,20;840,00;-2.260,20;0,00;0,00;1h21min;1.862,40
BITFUT;19/03/2025 12:40:00;19/03/2025 12:46:00;6min;3;3;C;498.860,00;500.680,00;573.260,00;Não;54,60;1.820,00;153;54,60;1.820,00;54,60;0,00;0,00;1h13min;1.917,00
BITFUT;20/03/2025 10:01:00;20/03/2025 10:34:00;33min;3;3;V;505.860,00;502.520,00;573.260,00;Sim;-100,20;-3.340,00;154;-100,20;-3.340,00;-2.122,20;0,00;0,00;21h21min;1.816,80
BITFUT;21/03/2025 10:30:00;21/03/2025 10:35:00;5min;3;3;C;499.720,00;496.380,00;573.260,00;Não;-100,20;-3.340,00;155;-100,20;-3.340,00;-100,20;0,00;0,00;1d;1.716,60
BITFUT;25/03/2025 10:32:00;25/03/2025 10:36:00;4min;3;3;C;523.800,00;520.460,00;573.260,00;Não;-100,20;-3.340,00;156;-100,20;-3.340,00;-100,20;0,00;0,00;4d;1.616,40
BITFUT;26/03/2025 11:52:00;26/03/2025 12:10:00;18min;3;3;C;517.720,00;518.340,00;573.260,00;Sim;18,60;620,00;157;18,60;620,00;18,60;0,00;0,00;1d1h;1.635,00
BITFUT;26/03/2025 12:13:00;26/03/2025 13:57:00;1h44min;3;3;C;519.040,00;515.700,00;573.260,00;Não;-100,20;-3.340,00;158;-100,20;-3.340,00;-100,20;0,00;0,00;21min;1.534,80
BITFUT;26/03/2025 14:58:00;26/03/2025 15:01:00;3min;3;3;V;517.320,00;516.500,00;573.260,00;Sim;-24,60;-820,00;159;-24,60;-820,00;-1.702,80;0,00;0,00;2h45min;1.510,20
BITFUT;27/03/2025 10:04:00;27/03/2025 10:33:00;29min;3;3;C;521.500,00;518.160,00;573.260,00;Não;-100,20;-3.340,00;160;-100,20;-3.340,00;-100,20;0,00;0,00;19h6min;1.410,00
BITFUT;28/03/2025 10:04:00;28/03/2025 10:19:00;15min;3;3;C;509.360,00;511.466,67;573.260,00;Sim;63,20;2.106,67;161;63,20;2.106,67;63,20;0,00;0,00;1d;1.473,20
BITFUT;28/03/2025 11:46:00;28/03/2025 12:04:00;18min;3;3;V;502.740,00;503.500,00;573.260,00;Não;22,80;760,00;162;22,80;760,00;-2.092,80;0,00;0,00;1h42min;1.496,00
BITFUT;28/03/2025 12:24:00;28/03/2025 12:41:00;17min;3;3;V;505.240,00;501.900,00;573.260,00;Não;-100,20;-3.340,00;163;-100,20;-3.340,00;-2.140,80;0,00;0,00;38min;1.395,80
BITFUT;28/03/2025 13:09:00;28/03/2025 13:18:00;9min;3;3;V;500.500,00;502.220,00;573.260,00;Sim;51,60;1.720,00;164;51,60;1.720,00;-2.131,20;0,00;0,00;45min;1.447,40
BITFUT;28/03/2025 13:58:00;28/03/2025 14:10:00;12min;3;3;V;500.460,00;500.980,00;573.260,00;Não;15,60;520,00;165;15,60;520,00;-2.168,40;0,00;0,00;49min;1.463,00
BITFUT;01/04/2025 12:03:00;01/04/2025 12:16:00;13min;3;3;C;497.840,00;500.053,33;573.260,00;Sim;66,40;2.213,33;166;66,40;2.213,33;66,40;0,00;0,00;3d22h;1.529,40
BITFUT;02/04/2025 10:44:00;02/04/2025 10:48:00;4min;2;2;C;503.620,00;505.540,00;573.260,00;Não;38,40;1.920,00;167;38,40;1.920,00;38,40;0,00;0,00;22h41min;1.567,80
BITFUT;02/04/2025 12:18:00;02/04/2025 12:36:00;18min;3;3;C;511.840,00;513.740,00;573.260,00;Não;57,00;1.900,00;168;57,00;1.900,00;57,00;0,00;0,00;1h34min;1.624,80
BITFUT;02/04/2025 13:04:00;02/04/2025 13:50:00;46min;3;3;V;515.800,00;512.460,00;573.260,00;Sim;-100,20;-3.340,00;169;-100,20;-3.340,00;-1.824,00;0,00;0,00;46min;1.524,60
BITFUT;02/04/2025 14:12:00;02/04/2025 14:31:00;19min;3;3;C;516.000,00;512.660,00;573.260,00;Não;-100,20;-3.340,00;170;-100,20;-3.340,00;-100,20;0,00;0,00;1h8min;1.424,40
BITFUT;04/04/2025 11:44:00;04/04/2025 11:51:00;7min;3;3;V;493.240,00;493.800,00;573.260,00;Não;16,80;560,00;171;16,80;560,00;-2.383,80;0,00;0,00;1d21h;1.441,20
BITFUT;04/04/2025 12:13:00;04/04/2025 12:37:00;24min;3;3;C;500.440,00;497.100,00;573.260,00;Sim;-100,20;-3.340,00;172;-100,20;-3.340,00;-100,20;0,00;0,00;29min;1.341,00
BITFUT;04/04/2025 13:05:00;04/04/2025 13:08:00;3min;3;3;C;500.080,00;499.100,00;573.260,00;Sim;-29,40;-980,00;173;-29,40;-980,00;-29,40;0,00;0,00;52min;1.311,60
BITFUT;09/04/2025 10:25:00;09/04/2025 10:31:00;6min;3;3;V;483.620,00;480.280,00;573.260,00;Não;-100,20;-3.340,00;174;-100,20;-3.340,00;-2.789,40;0,00;0,00;4d21h;1.211,40
BITFUT;11/04/2025 10:06:00;11/04/2025 10:27:00;21min;3;3;C;497.400,00;499.813,33;573.260,00;Sim;72,40;2.413,33;175;72,40;2.413,33;72,40;0,00;0,00;1d23h;1.283,80
BITFUT;11/04/2025 11:19:00;11/04/2025 11:25:00;6min;3;3;V;499.360,00;500.080,00;573.260,00;Sim;21,60;720,00;176;21,60;720,00;-2.195,40;0,00;0,00;1h13min;1.305,40
BITFUT;11/04/2025 12:29:00;11/04/2025 12:36:00;7min;3;3;C;500.140,00;501.280,00;573.260,00;Não;34,20;1.140,00;177;34,20;1.140,00;34,20;0,00;0,00;1h10min;1.339,60
BITFUT;15/04/2025 10:15:00;15/04/2025 10:40:00;25min;3;3;C;519.280,00;521.280,00;573.260,00;Não;60,00;2.000,00;178;60,00;2.000,00;60,00;0,00;0,00;3d21h;1.399,60
BITFUT;15/04/2025 10:47:00;15/04/2025 10:50:00;3min;3;3;C;522.120,00;523.180,00;573.260,00;Não;31,80;1.060,00;179;31,80;1.060,00;31,80;0,00;0,00;32min;1.431,40
BITFUT;15/04/2025 11:18:00;15/04/2025 11:21:00;3min;3;3;V;515.046,67;516.800,00;573.260,00;Sim;52,60;1.753,33;180;52,60;1.753,33;-1.693,80;0,00;0,00;31min;1.484,00
BITFUT;16/04/2025 10:10:00;16/04/2025 10:40:00;30min;3;3;C;510.800,00;511.340,00;573.260,00;Sim;16,20;540,00;181;16,20;540,00;16,20;0,00;0,00;22h52min;1.500,20
BITFUT;16/04/2025 11:20:00;16/04/2025 11:23:00;3min;3;3;C;510.420,00;511.160,00;573.260,00;Sim;22,20;740,00;182;22,20;740,00;22,20;0,00;0,00;1h10min;1.522,40
BITFUT;16/04/2025 11:31:00;16/04/2025 11:46:00;15min;3;3;C;512.400,00;513.280,00;573.260,00;Não;26,40;880,00;183;26,40;880,00;26,40;0,00;0,00;11min;1.548,80
BITFUT;16/04/2025 12:49:00;16/04/2025 13:40:00;51min;3;3;V;512.840,00;513.500,00;573.260,00;Não;19,80;660,00;184;19,80;660,00;-1.792,80;0,00;0,00;1h18min;1.568,60
BITFUT;17/04/2025 10:31:00;17/04/2025 10:35:00;4min;3;3;V;510.840,00;511.360,00;573.260,00;Não;15,60;520,00;185;15,60;520,00;-1.857,00;0,00;0,00;21h42min;1.584,20
BITFUT;17/04/2025 11:18:00;17/04/2025 12:12:00;54min;3;3;V;511.460,00;508.120,00;573.260,00;Não;-100,20;-3.340,00;186;-100,20;-3.340,00;-1.954,20;0,00;0,00;47min;1.484,00
BITFUT;17/04/2025 13:04:00;17/04/2025 13:06:00;2min;3;3;V;509.580,00;508.280,00;573.260,00;Sim;-39,00;-1.300,00;187;-39,00;-1.300,00;-1.949,40;0,00;0,00;1h46min;1.445,00
BITFUT;22/04/2025 10:08:00;22/04/2025 10:11:00;3min;3;3;C;531.420,00;532.080,00;573.260,00;Não;19,80;660,00;188;19,80;660,00;19,80;0,00;0,00;4d21h;1.464,80
BITFUT;22/04/2025 11:33:00;22/04/2025 11:40:00;7min;3;3;C;537.640,00;539.460,00;573.260,00;Não;54,60;1.820,00;189;54,60;1.820,00;54,60;0,00;0,00;1h25min;1.519,40
BITFUT;22/04/2025 11:46:00;22/04/2025 12:07:00;21min;3;3;C;540.100,00;540.760,00;573.260,00;Não;19,80;660,00;190;19,80;660,00;19,80;0,00;0,00;13min;1.539,20
BITFUT;22/04/2025 12:42:00;22/04/2025 14:33:00;1h51min;3;3;V;540.200,00;536.860,00;573.260,00;Sim;-100,20;-3.340,00;191;-100,20;-3.340,00;-1.092,00;0,00;0,00;56min;1.439,00
BITFUT;23/04/2025 10:01:00;23/04/2025 10:32:00;31min;3;3;V;551.940,00;548.600,00;573.260,00;Sim;-100,20;-3.340,00;192;-100,20;-3.340,00;-739,80;0,00;0,00;21h19min;1.338,80
BITFUT;24/04/2025 10:08:00;24/04/2025 11:05:00;57min;3;3;V;545.000,00;541.660,00;573.260,00;Não;-100,20;-3.340,00;193;-100,20;-3.340,00;-948,00;0,00;0,00;1d;1.238,60
BITFUT;25/04/2025 10:37:00;25/04/2025 11:09:00;32min;3;3;C;556.040,00;556.720,00;573.260,00;Não;20,40;680,00;194;20,40;680,00;20,40;0,00;0,00;1d;1.259,00
BITFUT;25/04/2025 14:01:00;25/04/2025 14:09:00;8min;3;3;C;558.640,00;559.320,00;573.260,00;Não;20,40;680,00;195;20,40;680,00;20,40;0,00;0,00;3h24min;1.279,40
BITFUT;25/04/2025 14:14:00;25/04/2025 14:40:00;26min;3;3;C;559.640,00;556.300,00;573.260,00;Não;-100,20;-3.340,00;196;-100,20;-3.340,00;-100,20;0,00;0,00;13min;1.179,20
BITFUT;29/04/2025 10:31:00;29/04/2025 11:08:00;37min;3;3;C;552.860,00;553.400,00;573.260,00;Sim;16,20;540,00;197;16,20;540,00;16,20;0,00;0,00;3d20h;1.195,40
BITFUT;29/04/2025 11:28:00;29/04/2025 12:21:00;53min;3;3;V;549.366,67;551.260,00;573.260,00;Sim;56,80;1.893,33;198;56,80;1.893,33;-660,00;0,00;0,00;57min;1.252,20
BITFUT;29/04/2025 13:22:00;29/04/2025 13:30:00;8min;3;3;C;551.260,00;551.900,00;573.260,00;Sim;19,20;640,00;199;19,20;640,00;19,20;0,00;0,00;1h54min;1.271,40
BITFUT;30/04/2025 10:25:00;30/04/2025 10:30:00;5min;3;3;C;550.620,00;551.680,00;573.260,00;Sim;31,80;1.060,00;200;31,80;1.060,00;31,80;0,00;0,00;21h3min;1.303,20
BITFUT;30/04/2025 11:21:00;30/04/2025 11:27:00;6min;3;3;C;545.380,00;547.220,00;573.260,00;Sim;55,20;1.840,00;201;55,20;1.840,00;55,20;0,00;0,00;56min;1.358,40
BITFUT;30/04/2025 11:56:00;30/04/2025 12:28:00;32min;3;3;V;545.140,00;546.420,00;573.260,00;Não;38,40;1.280,00;202;38,40;1.280,00;-805,20;0,00;0,00;35min;1.396,80
BITFUT;02/05/2025 10:22:00;02/05/2025 10:41:00;19min;3;3;V;561.220,00;561.740,00;573.260,00;Sim;15,60;520,00;203;15,60;520,00;-345,60;0,00;0,00;1d22h;1.412,40
BITFUT;02/05/2025 10:51:00;02/05/2025 11:05:00;14min;3;3;V;563.680,00;560.340,00;573.260,00;Não;-100,20;-3.340,00;204;-100,20;-3.340,00;-387,60;0,00;0,00;29min;1.312,20
BITFUT;02/05/2025 11:49:00;02/05/2025 11:58:00;9min;3;3;C;565.700,00;566.500,00;573.260,00;Não;24,00;800,00;205;24,00;800,00;24,00;0,00;0,00;58min;1.336,20
BITFUT;02/05/2025 12:20:00;02/05/2025 12:28:00;8min;3;3;V;564.420,00;565.380,00;573.260,00;Sim;28,80;960,00;206;28,80;960,00;-236,40;0,00;0,00;31min;1.365,00
BITFUT;02/05/2025 13:01:00;02/05/2025 13:20:00;19min;3;3;C;566.700,00;567.260,00;573.260,00;Não;16,80;560,00;207;16,80;560,00;16,80;0,00;0,00;41min;1.381,80
BITFUT;02/05/2025 13:21:00;02/05/2025 14:09:00;48min;3;3;C;567.820,00;565.040,00;573.260,00;Não;-83,40;-2.780,00;208;-83,40;-2.780,00;-83,40;0,00;0,00;20min;1.298,40
BITFUT;06/05/2025 10:31:00;06/05/2025 10:45:00;14min;3;3;C;550.140,00;552.106,67;573.260,00;Sim;59,00;1.966,67;209;59,00;1.966,67;59,00;0,00;0,00;3d21h;1.357,40
BITFUT;06/05/2025 11:16:00;06/05/2025 11:24:00;8min;3;3;C;552.820,00;554.893,33;573.260,00;Não;62,20;2.073,33;210;62,20;2.073,33;62,20;0,00;0,00;45min;1.419,60
BITFUT;07/05/2025 10:12:00;07/05/2025 10:45:00;33min;3;3;C;570.120,00;571.913,33;573.260,00;Não;53,80;1.793,33;211;53,80;1.793,33;53,80;0,00;0,00;22h56min;1.473,40
BITFUT;07/05/2025 11:26:00;07/05/2025 11:37:00;11min;3;3;C;572.500,00;573.020,00;573.260,00;Não;15,60;520,00;212;15,60;520,00;15,60;0,00;0,00;1h14min;1.489,00
BITFUT;07/05/2025 11:44:00;07/05/2025 12:01:00;17min;3;3;C;573.480,00;570.140,00;573.260,00;Não;-100,20;-3.340,00;213;-100,20;-3.340,00;-100,20;0,00;0,00;18min;1.388,80
BITFUT;07/05/2025 12:18:00;07/05/2025 12:43:00;25min;3;3;C;571.500,00;572.280,00;573.260,00;Sim;23,40;780,00;214;23,40;780,00;23,40;0,00;0,00;34min;1.412,20
BITFUT;07/05/2025 13:06:00;07/05/2025 13:24:00;18min;3;3;V;569.480,00;570.360,00;573.260,00;Sim;26,40;880,00;215;26,40;880,00;-87,00;0,00;0,00;48min;1.438,60
BITFUT;07/05/2025 13:29:00;07/05/2025 14:57:00;1h28min;3;3;V;567.020,00;569.120,00;573.260,00;Não;63,00;2.100,00;216;63,00;2.100,00;-124,20;0,00;0,00;23min;1.501,60
BITFUT;08/05/2025 11:49:00;08/05/2025 11:52:00;3min;3;3;C;580.880,00;581.460,00;573.260,00;Não;17,40;580,00;217;17,40;580,00;17,40;0,00;0,00;22h20min;1.519,00
BITFUT;08/05/2025 12:20:00;08/05/2025 12:24:00;4min;3;3;C;581.520,00;582.853,33;573.260,00;Não;40,00;1.333,33;218;40,00;1.333,33;40,00;0,00;0,00;31min;1.559,00
BITFUT;08/05/2025 12:40:00;08/05/2025 12:44:00;4min;2;2;C;586.860,00;588.620,00;573.260,00;Não;35,20;1.760,00;219;35,20;1.760,00;35,20;0,00;0,00;20min;1.594,20
BITFUT;08/05/2025 12:50:00;08/05/2025 12:53:00;3min;3;3;C;589.540,00;586.200,00;573.260,00;Não;-100,20;-3.340,00;220;-100,20;-3.340,00;-100,20;0,00;0,00;10min;1.494,00
BITFUT;08/05/2025 13:50:00;08/05/2025 14:20:00;30min;3;3;C;589.280,00;590.500,00;573.260,00;Sim;36,60;1.220,00;221;36,60;1.220,00;36,60;0,00;0,00;1h;1.530,60
BITFUT;08/05/2025 14:23:00;08/05/2025 16:54:00;2h31min;3;3;C;590.740,00;587.400,00;573.260,00;Não;-100,20;-3.340,00;222;-100,20;-3.340,00;-100,20;0,00;0,00;33min;1.430,40
BITFUT;14/05/2025 10:33:00;14/05/2025 10:44:00;11min;3;3;C;597.640,00;594.300,00;573.260,00;Não;-100,20;-3.340,00;223;-100,20;-3.340,00;-100,20;0,00;0,00;5d20h;1.330,20
BITFUT;15/05/2025 10:48:00;15/05/2025 10:51:00;3min;3;3;V;585.340,00;586.220,00;573.260,00;Sim;26,40;880,00;224;26,40;880,00;388,80;0,00;0,00;1d;1.356,60
BITFUT;15/05/2025 11:02:00;15/05/2025 11:17:00;15min;3;3;C;588.440,00;585.100,00;573.260,00;Sim;-100,20;-3.340,00;225;-100,20;-3.340,00;-100,20;0,00;0,00;14min;1.256,40
BITFUT;15/05/2025 11:46:00;15/05/2025 11:49:00;3min;3;3;V;586.020,00;584.540,00;573.260,00;Não;-44,40;-1.480,00;226;-44,40;-1.480,00;338,40;0,00;0,00;44min;1.212,00
BITFUT;20/05/2025 10:10:00;20/05/2025 10:48:00;38min;3;3;V;602.840,00;603.340,00;573.260,00;Sim;15,00;500,00;227;15,00;500,00;902,40;0,00;0,00;4d22h;1.227,00
BITFUT;20/05/2025 12:26:00;20/05/2025 12:32:00;6min;3;3;C;606.260,00;608.060,00;573.260,00;Não;54,00;1.800,00;228;54,00;1.800,00;54,00;0,00;0,00;2h16min;1.281,00
BITFUT;20/05/2025 12:37:00;20/05/2025 12:59:00;22min;3;3;C;608.280,00;608.800,00;573.260,00;Não;15,60;520,00;229;15,60;520,00;15,60;0,00;0,00;11min;1.296,60
BITFUT;20/05/2025 13:20:00;20/05/2025 14:08:00;48min;3;3;C;609.760,00;610.780,00;573.260,00;Não;30,60;1.020,00;230;30,60;1.020,00;30,60;0,00;0,00;43min;1.327,20
BITFUT;21/05/2025 11:16:00;21/05/2025 11:34:00;18min;3;3;C;620.840,00;617.500,00;573.260,00;Não;-100,20;-3.340,00;231;-100,20;-3.340,00;-100,20;0,00;0,00;21h56min;1.227,00
BITFUT;23/05/2025 10:33:00;23/05/2025 10:37:00;4min;3;3;C;636.060,00;636.620,00;573.260,00;Não;16,80;560,00;232;16,80;560,00;16,80;0,00;0,00;1d23h;1.243,80
BITFUT;23/05/2025 11:53:00;23/05/2025 12:05:00;12min;3;3;C;636.620,00;633.280,00;573.260,00;Não;-100,20;-3.340,00;233;-100,20;-3.340,00;-100,20;0,00;0,00;1h20min;1.143,60
BITFUT;23/05/2025 12:50:00;23/05/2025 13:00:00;10min;3;3;V;631.260,00;631.880,00;573.260,00;Sim;18,60;620,00;234;18,60;620,00;1.758,60;0,00;0,00;57min;1.162,20
BITFUT;23/05/2025 13:13:00;23/05/2025 13:18:00;5min;3;3;V;625.680,00;627.620,00;573.260,00;Não;58,20;1.940,00;235;58,20;1.940,00;1.630,80;0,00;0,00;23min;1.220,40
BITFUT;23/05/2025 13:51:00;23/05/2025 14:00:00;9min;3;3;C;629.460,00;630.280,00;573.260,00;Sim;24,60;820,00;236;24,60;820,00;24,60;0,00;0,00;38min;1.245,00
BITFUT;23/05/2025 14:22:00;23/05/2025 14:25:00;3min;3;3;C;632.800,00;633.420,00;573.260,00;Não;18,60;620,00;237;18,60;620,00;18,60;0,00;0,00;31min;1.263,60
BITFUT;23/05/2025 14:40:00;23/05/2025 14:45:00;5min;3;3;V;631.240,00;631.740,00;573.260,00;Sim;15,00;500,00;238;15,00;500,00;1.754,40;0,00;0,00;18min;1.278,60
BITFUT;27/05/2025 10:07:00;27/05/2025 10:15:00;8min;3;3;C;631.100,00;633.960,00;573.260,00;Sim;85,80;2.860,00;239;85,80;2.860,00;85,80;0,00;0,00;3d19h;1.364,40
BITFUT;27/05/2025 10:30:00;27/05/2025 10:34:00;4min;3;3;C;637.940,00;634.600,00;573.260,00;Não;-100,20;-3.340,00;240;-100,20;-3.340,00;-100,20;0,00;0,00;23min;1.264,20
BITFUT;27/05/2025 10:51:00;27/05/2025 10:59:00;8min;3;3;V;632.900,00;633.820,00;573.260,00;Sim;27,60;920,00;241;27,60;920,00;1.816,80;0,00;0,00;21min;1.291,80
BITFUT;27/05/2025 11:05:00;27/05/2025 11:27:00;22min;3;3;V;631.380,00;632.080,00;573.260,00;Não;21,00;700,00;242;21,00;700,00;1.764,60;0,00;0,00;14min;1.312,80
BITFUT;27/05/2025 12:31:00;27/05/2025 12:44:00;13min;3;3;C;631.800,00;632.620,00;573.260,00;Sim;24,60;820,00;243;24,60;820,00;24,60;0,00;0,00;1h26min;1.337,40
BITFUT;27/05/2025 13:03:00;27/05/2025 13:41:00;38min;3;3;C;633.800,00;635.633,33;573.260,00;Não;55,00;1.833,33;244;55,00;1.833,33;55,00;0,00;0,00;32min;1.392,40
BITFUT;28/05/2025 10:24:00;28/05/2025 10:44:00;20min;3;3;C;629.060,00;625.720,00;573.260,00;Sim;-100,20;-3.340,00;245;-100,20;-3.340,00;-100,20;0,00;0,00;21h21min;1.292,20
BITFUT;29/05/2025 10:13:00;29/05/2025 10:21:00;8min;3;3;V;623.440,00;624.020,00;573.260,00;Não;17,40;580,00;246;17,40;580,00;1.522,80;0,00;0,00;23h49min;1.309,60
BITFUT;29/05/2025 10:36:00;29/05/2025 10:43:00;7min;3;3;V;620.800,00;622.700,00;573.260,00;Não;57,00;1.900,00;247;57,00;1.900,00;1.483,20;0,00;0,00;23min;1.366,60
BITFUT;29/05/2025 11:07:00;29/05/2025 11:12:00;5min;3;3;V;617.940,00;618.640,00;573.260,00;Não;21,00;700,00;248;21,00;700,00;1.361,40;0,00;0,00;31min;1.387,60
BITFUT;29/05/2025 11:48:00;29/05/2025 11:58:00;10min;3;3;C;617.160,00;617.960,00;573.260,00;Sim;24,00;800,00;249;24,00;800,00;24,00;0,00;0,00;41min;1.411,60
BITFUT;03/06/2025 10:55:00;03/06/2025 11:13:00;18min;3;3;C;607.420,00;604.080,00;573.260,00;Sim;-100,20;-3.340,00;250;-100,20;-3.340,00;-100,20;0,00;0,00;4d23h;1.311,40
BITFUT;04/06/2025 10:20:00;04/06/2025 10:36:00;16min;3;3;C;597.580,00;598.320,00;573.260,00;Sim;22,20;740,00;251;22,20;740,00;22,20;0,00;0,00;23h25min;1.333,60
BITFUT;04/06/2025 10:51:00;04/06/2025 10:57:00;6min;3;3;V;596.300,00;597.080,00;573.260,00;Não;23,40;780,00;252;23,40;780,00;714,60;0,00;0,00;31min;1.357,00
BITFUT;04/06/2025 11:41:00;04/06/2025 11:50:00;9min;3;3;C;595.820,00;596.300,00;573.260,00;Sim;14,40;480,00;253;14,40;480,00;14,40;0,00;0,00;50min;1.371,40
BITFUT;04/06/2025 11:55:00;04/06/2025 12:08:00;13min;3;3;C;596.900,00;598.100,00;573.260,00;Não;36,00;1.200,00;254;36,00;1.200,00;36,00;0,00;0,00;14min;1.407,40
BITFUT;04/06/2025 12:58:00;04/06/2025 13:28:00;30min;3;3;V;599.740,00;600.240,00;573.260,00;Sim;15,00;500,00;255;15,00;500,00;809,40;0,00;0,00;1h3min;1.422,40
BITFUT;05/06/2025 12:08:00;05/06/2025 13:19:00;1h11min;3;3;V;587.846,67;589.680,00;573.260,00;Não;55,00;1.833,33;256;55,00;1.833,33;492,60;0,00;0,00;23h10min;1.477,40
BITFUT;05/06/2025 13:27:00;05/06/2025 13:42:00;15min;3;3;V;585.380,00;587.320,00;573.260,00;Não;58,20;1.940,00;257;58,20;1.940,00;421,80;0,00;0,00;1h19min;1.535,60
BITFUT;10/06/2025 10:42:00;10/06/2025 11:11:00;29min;3;3;V;609.740,00;610.980,00;573.260,00;Sim;37,20;1.240,00;258;37,20;1.240,00;1.131,60;0,00;0,00;4d21h;1.572,80
BITFUT;10/06/2025 11:16:00;10/06/2025 11:30:00;14min;3;3;V;608.080,00;609.040,00;573.260,00;Não;28,80;960,00;259;28,80;960,00;1.073,40;0,00;0,00;34min;1.601,60
BITFUT;10/06/2025 12:06:00;10/06/2025 12:15:00;9min;3;3;C;609.580,00;610.320,00;573.260,00;Não;22,20;740,00;260;22,20;740,00;22,20;0,00;0,00;50min;1.623,80
BITFUT;10/06/2025 12:26:00;10/06/2025 12:33:00;7min;3;3;C;611.240,00;607.900,00;573.260,00;Não;-100,20;-3.340,00;261;-100,20;-3.340,00;-100,20;0,00;0,00;20min;1.523,60
BITFUT;10/06/2025 13:32:00;10/06/2025 13:53:00;21min;3;3;C;612.760,00;609.660,00;573.260,00;Não;-93,00;-3.100,00;262;-93,00;-3.100,00;-93,00;0,00;0,00;1h6min;1.430,60
BITFUT;11/06/2025 10:39:00;11/06/2025 10:57:00;18min;3;3;C;615.340,00;612.000,00;573.260,00;Não;-100,20;-3.340,00;263;-100,20;-3.340,00;-100,20;0,00;0,00;21h7min;1.330,40
BITFUT;12/06/2025 11:06:00;12/06/2025 11:16:00;10min;3;3;C;597.460,00;598.160,00;573.260,00;Sim;21,00;700,00;264;21,00;700,00;21,00;0,00;0,00;1d;1.351,40
BITFUT;12/06/2025 11:23:00;12/06/2025 11:39:00;16min;3;3;C;598.720,00;599.980,00;573.260,00;Não;37,80;1.260,00;265;37,80;1.260,00;37,80;0,00;0,00;17min;1.389,20
BITFUT;12/06/2025 11:53:00;12/06/2025 12:50:00;57min;3;3;C;600.600,00;597.260,00;573.260,00;Não;-100,20;-3.340,00;266;-100,20;-3.340,00;-100,20;0,00;0,00;30min;1.289,00
BITFUT;12/06/2025 13:20:00;12/06/2025 13:30:00;10min;3;3;C;599.900,00;601.486,67;573.260,00;Sim;47,60;1.586,67;267;47,60;1.586,67;47,60;0,00;0,00;1h27min;1.336,60
